run_tag=nc_gpu_20260722_e7f1759
git_commit=e7f175990b02aa3cbdb7c92250d57c0272abef9d
start_utc=2026-07-23T05:20:40Z
command=env PYTHONUNBUFFERED=1 OPENBLAS_NUM_THREADS=16 OMP_NUM_THREADS=16 MKL_NUM_THREADS=16 taskset -c 0-31 /home/crl/miniconda3/envs/ad/bin/python -u scripts/export_matched_loio_views.py --base-config configs/generated/mvtec_full/calib_subspace_head_mvtec_bottle_k1_seed0.yaml --dataset mvtec --classes bottle cable capsule carpet grid hazelnut leather metal_nut pill screw tile toothbrush transistor wood zipper --k-shots 4 8 --seeds 0 1 2 3 4 --corruptions clean gaussian_noise blur brightness_contrast jpeg --max-images 120 --tmp-root /home/crl/MoME/other/AD/tmp/ad-neurocomputing/corruptions --out-dir outputs/paper_tables --run-tag mvtec_nc_gpu_20260722_e7f1759 --rho 0.01 --resume 
/home/crl/.cache/torch/hub/facebookresearch_dinov2_main/dinov2/layers/swiglu_ffn.py:51: UserWarning: xFormers is not available (SwiGLU)
  warnings.warn("xFormers is not available (SwiGLU)")
/home/crl/.cache/torch/hub/facebookresearch_dinov2_main/dinov2/layers/attention.py:33: UserWarning: xFormers is not available (Attention)
  warnings.warn("xFormers is not available (Attention)")
/home/crl/.cache/torch/hub/facebookresearch_dinov2_main/dinov2/layers/block.py:40: UserWarning: xFormers is not available (Block)
  warnings.warn("xFormers is not available (Block)")
matched_loio_progress=596/750 dataset=mvtec class=toothbrush k=8 seed=4 corruption=clean
matched_loio_progress=597/750 dataset=mvtec class=toothbrush k=8 seed=4 corruption=gaussian_noise
matched_loio_progress=598/750 dataset=mvtec class=toothbrush k=8 seed=4 corruption=blur
matched_loio_progress=599/750 dataset=mvtec class=toothbrush k=8 seed=4 corruption=brightness_contrast
matched_loio_progress=600/750 dataset=mvtec class=toothbrush k=8 seed=4 corruption=jpeg
matched_loio_progress=601/750 dataset=mvtec class=transistor k=4 seed=0 corruption=clean
matched_loio_progress=602/750 dataset=mvtec class=transistor k=4 seed=0 corruption=gaussian_noise
matched_loio_progress=603/750 dataset=mvtec class=transistor k=4 seed=0 corruption=blur
matched_loio_progress=604/750 dataset=mvtec class=transistor k=4 seed=0 corruption=brightness_contrast
matched_loio_progress=605/750 dataset=mvtec class=transistor k=4 seed=0 corruption=jpeg
matched_loio_progress=606/750 dataset=mvtec class=transistor k=4 seed=1 corruption=clean
matched_loio_progress=607/750 dataset=mvtec class=transistor k=4 seed=1 corruption=gaussian_noise
matched_loio_progress=608/750 dataset=mvtec class=transistor k=4 seed=1 corruption=blur
matched_loio_progress=609/750 dataset=mvtec class=transistor k=4 seed=1 corruption=brightness_contrast
matched_loio_progress=610/750 dataset=mvtec class=transistor k=4 seed=1 corruption=jpeg
matched_loio_progress=611/750 dataset=mvtec class=transistor k=4 seed=2 corruption=clean
matched_loio_progress=612/750 dataset=mvtec class=transistor k=4 seed=2 corruption=gaussian_noise
matched_loio_progress=613/750 dataset=mvtec class=transistor k=4 seed=2 corruption=blur
matched_loio_progress=614/750 dataset=mvtec class=transistor k=4 seed=2 corruption=brightness_contrast
matched_loio_progress=615/750 dataset=mvtec class=transistor k=4 seed=2 corruption=jpeg
matched_loio_progress=616/750 dataset=mvtec class=transistor k=4 seed=3 corruption=clean
matched_loio_progress=617/750 dataset=mvtec class=transistor k=4 seed=3 corruption=gaussian_noise
matched_loio_progress=618/750 dataset=mvtec class=transistor k=4 seed=3 corruption=blur
matched_loio_progress=619/750 dataset=mvtec class=transistor k=4 seed=3 corruption=brightness_contrast
matched_loio_progress=620/750 dataset=mvtec class=transistor k=4 seed=3 corruption=jpeg
matched_loio_progress=621/750 dataset=mvtec class=transistor k=4 seed=4 corruption=clean
matched_loio_progress=622/750 dataset=mvtec class=transistor k=4 seed=4 corruption=gaussian_noise
matched_loio_progress=623/750 dataset=mvtec class=transistor k=4 seed=4 corruption=blur
matched_loio_progress=624/750 dataset=mvtec class=transistor k=4 seed=4 corruption=brightness_contrast
matched_loio_progress=625/750 dataset=mvtec class=transistor k=4 seed=4 corruption=jpeg
matched_loio_progress=626/750 dataset=mvtec class=transistor k=8 seed=0 corruption=clean
matched_loio_progress=627/750 dataset=mvtec class=transistor k=8 seed=0 corruption=gaussian_noise
matched_loio_progress=628/750 dataset=mvtec class=transistor k=8 seed=0 corruption=blur
matched_loio_progress=629/750 dataset=mvtec class=transistor k=8 seed=0 corruption=brightness_contrast
matched_loio_progress=630/750 dataset=mvtec class=transistor k=8 seed=0 corruption=jpeg
matched_loio_progress=631/750 dataset=mvtec class=transistor k=8 seed=1 corruption=clean
matched_loio_progress=632/750 dataset=mvtec class=transistor k=8 seed=1 corruption=gaussian_noise
matched_loio_progress=633/750 dataset=mvtec class=transistor k=8 seed=1 corruption=blur
matched_loio_progress=634/750 dataset=mvtec class=transistor k=8 seed=1 corruption=brightness_contrast
matched_loio_progress=635/750 dataset=mvtec class=transistor k=8 seed=1 corruption=jpeg
matched_loio_progress=636/750 dataset=mvtec class=transistor k=8 seed=2 corruption=clean
matched_loio_progress=637/750 dataset=mvtec class=transistor k=8 seed=2 corruption=gaussian_noise
matched_loio_progress=638/750 dataset=mvtec class=transistor k=8 seed=2 corruption=blur
matched_loio_progress=639/750 dataset=mvtec class=transistor k=8 seed=2 corruption=brightness_contrast
matched_loio_progress=640/750 dataset=mvtec class=transistor k=8 seed=2 corruption=jpeg
matched_loio_progress=641/750 dataset=mvtec class=transistor k=8 seed=3 corruption=clean
matched_loio_progress=642/750 dataset=mvtec class=transistor k=8 seed=3 corruption=gaussian_noise
matched_loio_progress=643/750 dataset=mvtec class=transistor k=8 seed=3 corruption=blur
matched_loio_progress=644/750 dataset=mvtec class=transistor k=8 seed=3 corruption=brightness_contrast
matched_loio_progress=645/750 dataset=mvtec class=transistor k=8 seed=3 corruption=jpeg
matched_loio_progress=646/750 dataset=mvtec class=transistor k=8 seed=4 corruption=clean
matched_loio_progress=647/750 dataset=mvtec class=transistor k=8 seed=4 corruption=gaussian_noise
matched_loio_progress=648/750 dataset=mvtec class=transistor k=8 seed=4 corruption=blur
matched_loio_progress=649/750 dataset=mvtec class=transistor k=8 seed=4 corruption=brightness_contrast
matched_loio_progress=650/750 dataset=mvtec class=transistor k=8 seed=4 corruption=jpeg
matched_loio_progress=651/750 dataset=mvtec class=wood k=4 seed=0 corruption=clean
matched_loio_progress=652/750 dataset=mvtec class=wood k=4 seed=0 corruption=gaussian_noise
matched_loio_progress=653/750 dataset=mvtec class=wood k=4 seed=0 corruption=blur
matched_loio_progress=654/750 dataset=mvtec class=wood k=4 seed=0 corruption=brightness_contrast
matched_loio_progress=655/750 dataset=mvtec class=wood k=4 seed=0 corruption=jpeg
matched_loio_progress=656/750 dataset=mvtec class=wood k=4 seed=1 corruption=clean
matched_loio_progress=657/750 dataset=mvtec class=wood k=4 seed=1 corruption=gaussian_noise
matched_loio_progress=658/750 dataset=mvtec class=wood k=4 seed=1 corruption=blur
matched_loio_progress=659/750 dataset=mvtec class=wood k=4 seed=1 corruption=brightness_contrast
matched_loio_progress=660/750 dataset=mvtec class=wood k=4 seed=1 corruption=jpeg
matched_loio_progress=661/750 dataset=mvtec class=wood k=4 seed=2 corruption=clean
matched_loio_progress=662/750 dataset=mvtec class=wood k=4 seed=2 corruption=gaussian_noise
matched_loio_progress=663/750 dataset=mvtec class=wood k=4 seed=2 corruption=blur
matched_loio_progress=664/750 dataset=mvtec class=wood k=4 seed=2 corruption=brightness_contrast
matched_loio_progress=665/750 dataset=mvtec class=wood k=4 seed=2 corruption=jpeg
matched_loio_progress=666/750 dataset=mvtec class=wood k=4 seed=3 corruption=clean
matched_loio_progress=667/750 dataset=mvtec class=wood k=4 seed=3 corruption=gaussian_noise
matched_loio_progress=668/750 dataset=mvtec class=wood k=4 seed=3 corruption=blur
matched_loio_progress=669/750 dataset=mvtec class=wood k=4 seed=3 corruption=brightness_contrast
matched_loio_progress=670/750 dataset=mvtec class=wood k=4 seed=3 corruption=jpeg
matched_loio_progress=671/750 dataset=mvtec class=wood k=4 seed=4 corruption=clean
matched_loio_progress=672/750 dataset=mvtec class=wood k=4 seed=4 corruption=gaussian_noise
matched_loio_progress=673/750 dataset=mvtec class=wood k=4 seed=4 corruption=blur
matched_loio_progress=674/750 dataset=mvtec class=wood k=4 seed=4 corruption=brightness_contrast
matched_loio_progress=675/750 dataset=mvtec class=wood k=4 seed=4 corruption=jpeg
matched_loio_progress=676/750 dataset=mvtec class=wood k=8 seed=0 corruption=clean
matched_loio_progress=677/750 dataset=mvtec class=wood k=8 seed=0 corruption=gaussian_noise
matched_loio_progress=678/750 dataset=mvtec class=wood k=8 seed=0 corruption=blur
matched_loio_progress=679/750 dataset=mvtec class=wood k=8 seed=0 corruption=brightness_contrast
matched_loio_progress=680/750 dataset=mvtec class=wood k=8 seed=0 corruption=jpeg
matched_loio_progress=681/750 dataset=mvtec class=wood k=8 seed=1 corruption=clean
matched_loio_progress=682/750 dataset=mvtec class=wood k=8 seed=1 corruption=gaussian_noise
matched_loio_progress=683/750 dataset=mvtec class=wood k=8 seed=1 corruption=blur
matched_loio_progress=684/750 dataset=mvtec class=wood k=8 seed=1 corruption=brightness_contrast
matched_loio_progress=685/750 dataset=mvtec class=wood k=8 seed=1 corruption=jpeg
matched_loio_progress=686/750 dataset=mvtec class=wood k=8 seed=2 corruption=clean
matched_loio_progress=687/750 dataset=mvtec class=wood k=8 seed=2 corruption=gaussian_noise
matched_loio_progress=688/750 dataset=mvtec class=wood k=8 seed=2 corruption=blur
matched_loio_progress=689/750 dataset=mvtec class=wood k=8 seed=2 corruption=brightness_contrast
matched_loio_progress=690/750 dataset=mvtec class=wood k=8 seed=2 corruption=jpeg
matched_loio_progress=691/750 dataset=mvtec class=wood k=8 seed=3 corruption=clean
matched_loio_progress=692/750 dataset=mvtec class=wood k=8 seed=3 corruption=gaussian_noise
matched_loio_progress=693/750 dataset=mvtec class=wood k=8 seed=3 corruption=blur
matched_loio_progress=694/750 dataset=mvtec class=wood k=8 seed=3 corruption=brightness_contrast
matched_loio_progress=695/750 dataset=mvtec class=wood k=8 seed=3 corruption=jpeg
matched_loio_progress=696/750 dataset=mvtec class=wood k=8 seed=4 corruption=clean
matched_loio_progress=697/750 dataset=mvtec class=wood k=8 seed=4 corruption=gaussian_noise
matched_loio_progress=698/750 dataset=mvtec class=wood k=8 seed=4 corruption=blur
matched_loio_progress=699/750 dataset=mvtec class=wood k=8 seed=4 corruption=brightness_contrast
matched_loio_progress=700/750 dataset=mvtec class=wood k=8 seed=4 corruption=jpeg
matched_loio_progress=701/750 dataset=mvtec class=zipper k=4 seed=0 corruption=clean
matched_loio_progress=702/750 dataset=mvtec class=zipper k=4 seed=0 corruption=gaussian_noise
matched_loio_progress=703/750 dataset=mvtec class=zipper k=4 seed=0 corruption=blur
matched_loio_progress=704/750 dataset=mvtec class=zipper k=4 seed=0 corruption=brightness_contrast
matched_loio_progress=705/750 dataset=mvtec class=zipper k=4 seed=0 corruption=jpeg
matched_loio_progress=706/750 dataset=mvtec class=zipper k=4 seed=1 corruption=clean
matched_loio_progress=707/750 dataset=mvtec class=zipper k=4 seed=1 corruption=gaussian_noise
matched_loio_progress=708/750 dataset=mvtec class=zipper k=4 seed=1 corruption=blur
matched_loio_progress=709/750 dataset=mvtec class=zipper k=4 seed=1 corruption=brightness_contrast
matched_loio_progress=710/750 dataset=mvtec class=zipper k=4 seed=1 corruption=jpeg
matched_loio_progress=711/750 dataset=mvtec class=zipper k=4 seed=2 corruption=clean
matched_loio_progress=712/750 dataset=mvtec class=zipper k=4 seed=2 corruption=gaussian_noise
matched_loio_progress=713/750 dataset=mvtec class=zipper k=4 seed=2 corruption=blur
matched_loio_progress=714/750 dataset=mvtec class=zipper k=4 seed=2 corruption=brightness_contrast
matched_loio_progress=715/750 dataset=mvtec class=zipper k=4 seed=2 corruption=jpeg
matched_loio_progress=716/750 dataset=mvtec class=zipper k=4 seed=3 corruption=clean
matched_loio_progress=717/750 dataset=mvtec class=zipper k=4 seed=3 corruption=gaussian_noise
matched_loio_progress=718/750 dataset=mvtec class=zipper k=4 seed=3 corruption=blur
matched_loio_progress=719/750 dataset=mvtec class=zipper k=4 seed=3 corruption=brightness_contrast
matched_loio_progress=720/750 dataset=mvtec class=zipper k=4 seed=3 corruption=jpeg
matched_loio_progress=721/750 dataset=mvtec class=zipper k=4 seed=4 corruption=clean
matched_loio_progress=722/750 dataset=mvtec class=zipper k=4 seed=4 corruption=gaussian_noise
matched_loio_progress=723/750 dataset=mvtec class=zipper k=4 seed=4 corruption=blur
matched_loio_progress=724/750 dataset=mvtec class=zipper k=4 seed=4 corruption=brightness_contrast
matched_loio_progress=725/750 dataset=mvtec class=zipper k=4 seed=4 corruption=jpeg
matched_loio_progress=726/750 dataset=mvtec class=zipper k=8 seed=0 corruption=clean
matched_loio_progress=727/750 dataset=mvtec class=zipper k=8 seed=0 corruption=gaussian_noise
matched_loio_progress=728/750 dataset=mvtec class=zipper k=8 seed=0 corruption=blur
matched_loio_progress=729/750 dataset=mvtec class=zipper k=8 seed=0 corruption=brightness_contrast
matched_loio_progress=730/750 dataset=mvtec class=zipper k=8 seed=0 corruption=jpeg
matched_loio_progress=731/750 dataset=mvtec class=zipper k=8 seed=1 corruption=clean
matched_loio_progress=732/750 dataset=mvtec class=zipper k=8 seed=1 corruption=gaussian_noise
matched_loio_progress=733/750 dataset=mvtec class=zipper k=8 seed=1 corruption=blur
matched_loio_progress=734/750 dataset=mvtec class=zipper k=8 seed=1 corruption=brightness_contrast
matched_loio_progress=735/750 dataset=mvtec class=zipper k=8 seed=1 corruption=jpeg
matched_loio_progress=736/750 dataset=mvtec class=zipper k=8 seed=2 corruption=clean
matched_loio_progress=737/750 dataset=mvtec class=zipper k=8 seed=2 corruption=gaussian_noise
matched_loio_progress=738/750 dataset=mvtec class=zipper k=8 seed=2 corruption=blur
matched_loio_progress=739/750 dataset=mvtec class=zipper k=8 seed=2 corruption=brightness_contrast
matched_loio_progress=740/750 dataset=mvtec class=zipper k=8 seed=2 corruption=jpeg
matched_loio_progress=741/750 dataset=mvtec class=zipper k=8 seed=3 corruption=clean
matched_loio_progress=742/750 dataset=mvtec class=zipper k=8 seed=3 corruption=gaussian_noise
matched_loio_progress=743/750 dataset=mvtec class=zipper k=8 seed=3 corruption=blur
matched_loio_progress=744/750 dataset=mvtec class=zipper k=8 seed=3 corruption=brightness_contrast
matched_loio_progress=745/750 dataset=mvtec class=zipper k=8 seed=3 corruption=jpeg
matched_loio_progress=746/750 dataset=mvtec class=zipper k=8 seed=4 corruption=clean
matched_loio_progress=747/750 dataset=mvtec class=zipper k=8 seed=4 corruption=gaussian_noise
matched_loio_progress=748/750 dataset=mvtec class=zipper k=8 seed=4 corruption=blur
matched_loio_progress=749/750 dataset=mvtec class=zipper k=8 seed=4 corruption=brightness_contrast
matched_loio_progress=750/750 dataset=mvtec class=zipper k=8 seed=4 corruption=jpeg
end_utc=2026-07-23T06:52:12Z
exit_code=0
